Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
MMR (PAC),MMR (PAC),States,Ohio,2019-20,97.6,,,,,
MMR (PAC),MMR (PAC),States,Ohio,2020-21,98.1,,,,,
MMR (PAC),MMR (PAC),States,Ohio,2021-22,97.3,,,,,
MMR (PAC),MMR (PAC),States,Ohio,2022-23,96.2,,,,,
Polio,,States,Ohio,2023-24,89.6,133716,94,,,"Census (pub.), vol. response (prv.)"
Hepatitis B,,States,Ohio,2023-24,93,133716,94,,,"Census (pub.), vol. response (prv.)"
Varicella,2 Doses (unknown disease history),States,Ohio,2023-24,88.5,133716,94,,,"Census (pub.), vol. response (prv.)"
Varicella,1 Dose (unknown disease history),States,Ohio,2023-24,NReq,133716,94,,,"Census (pub.), vol. response (prv.)"
"DTP, DTaP, or DT",,States,Ohio,2023-24,89.3,133716,94,,,"Census (pub.), vol. response (prv.)"
MMR,,States,Ohio,2023-24,89.2,133716,94,,,"Census (pub.), vol. response (prv.)"
Exemption,Non-Medical Exemption,States,Ohio,2018-19,2.6,139679,,||,3673,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Ohio,2017-18,2.3,138753,,||,3207,Census
Exemption,Non-Medical Exemption,States,Ohio,2020-21,2.4,128535,91.1,||,3022,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Ohio,2019-20,2.6,139103,,||,3575,Census
Exemption,Any Exemption,States,Ohio,2009-10,1.4,131137,,||,1799,Census
Exemption,Non-Medical Exemption,States,Ohio,2021-22,2.8,139077,91.9,||,3933,"Census (pub.), vol. response (pvt.)"
Varicella,UTD (unknown disease history),States,Ohio,2020-21,88.7,128535,91.1,,,Census (public). voluntary response (private)
Varicella,UTD (unknown disease history),States,Ohio,2021-22,87.9,139077,91.9,,,"Census (pub.), vol. response (pvt.)"
Varicella,1 Dose (unknown disease history),States,Ohio,2012-13,NA,163687,86.9,,,Census
Varicella,1 Dose (unknown disease history),States,Ohio,2013-14,NA,150000,92.5,,,Census
Varicella,1 Dose (unknown disease history),States,Ohio,2014-15,NA,149080,91,,,Census (public); Voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Ohio,2020-21,NReq,128535,91.1,,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Ohio,2019-20,NReq,139103,98.8,,,Census
Varicella,1 Dose (unknown disease history),States,Ohio,2015-16,NA,144604,93.7,,,Census (public); Voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Ohio,2011-12,NA,146144,94.5,,,Convenient 
MMR,,States,Ohio,2013-14,96.2,150000,92.5,,,Census
MMR,,States,Ohio,2014-15,91.9,149080,91,,,Census (public); Voluntary response (private)
MMR,,States,Ohio,2009-10,88.6,131137,100,*,,Census
MMR,,States,Ohio,2010-11,NA,,,,,NA
MMR,,States,Ohio,2011-12,96.1,146144,94.5,,,Convenient 
MMR,,States,Ohio,2012-13,96.3,163687,86.9,,,Census
Varicella,1 Dose (unknown disease history),States,Ohio,2009-10,91.2,131137,100,*,,Census
Varicella,1 Dose (unknown disease history),States,Ohio,2010-11,NA,,,,,NA
"DTP, DTaP, or DT",,States,Ohio,2010-11,NA,,,,,NA
"DTP, DTaP, or DT",,States,Ohio,2011-12,95.9,146144,94.5,,,Convenient 
"DTP, DTaP, or DT",,States,Ohio,2012-13,96.3,163687,86.9,,,Census
"DTP, DTaP, or DT",,States,Ohio,2013-14,96.1,150000,92.5,,,Census
Varicella,2 Doses (unknown disease history),States,Ohio,2014-15,91.2,149080,91,,,Census (public); Voluntary response (private)
"DTP, DTaP, or DT",,States,Ohio,2016-17,92.4,137542,95.5,,,Census
"DTP, DTaP, or DT",,States,Ohio,2014-15,92.2,149080,91,,,Census (public); Voluntary response (private)
"DTP, DTaP, or DT",,States,Ohio,2015-16,92.1,144604,93.7,,,Census (public); Voluntary response (private)
MMR,,States,Ohio,2021-22,88.3,139077,91.9,,,"Census (pub.), vol. response (pvt.)"
"DTP, DTaP, or DT",,States,Ohio,2009-10,87.9,131137,100,*,,Census
MMR,,States,Ohio,2015-16,92.1,144604,93.7,,,Census (public); Voluntary response (private)
MMR,,States,Ohio,2016-17,92.6,137542,95.5,,,Census
MMR,,States,Ohio,2020-21,89.6,128535,91.1,,,Census (public). voluntary response (private)
MMR,,States,Ohio,2019-20,92.4,139103,98.8,,,Census
MMR,,States,Ohio,2018-19,91.6,139679,94.9,,,Census (public). voluntary response (private)
MMR,,States,Ohio,2017-18,92.1,138753,94.9,,,Census
Varicella,2 Doses (unknown disease history),States,Ohio,2010-11,NA,,,,,NA
Varicella,2 Doses (unknown disease history),States,Ohio,2011-12,95.4,146144,94.5,,,Convenient 
Varicella,2 Doses (unknown disease history),States,Ohio,2012-13,95.7,163687,86.9,,,Census
Varicella,2 Doses (unknown disease history),States,Ohio,2013-14,95.7,150000,92.5,,,Census
"DTP, DTaP, or DT",,States,Ohio,2017-18,92.1,138753,94.9,,,Census
"DTP, DTaP, or DT",,States,Ohio,2021-22,88.5,139077,91.9,,,"Census (pub.), vol. response (pvt.)"
"DTP, DTaP, or DT",,States,Ohio,2020-21,89,128535,91.1,,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,Ohio,2018-19,91.9,139679,94.9,,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,Ohio,2019-20,92.3,139103,98.8,,,Census
Varicella,1 Dose (unknown disease history),States,Ohio,2021-22,NReq,139077,91.9,,,"Census (pub.), vol. response (pvt.)"
Varicella,2 Doses (unknown disease history),States,Ohio,2009-10,NReq,131137,100,*,,Census
Hepatitis B,,States,Ohio,2017-18,95.2,138753,94.9,,,Census
Varicella,2 Doses (unknown disease history),States,Ohio,2015-16,91.5,144604,93.7,,,Census (public); Voluntary response (private)
Varicella,2 Doses (unknown disease history),States,Ohio,2016-17,91.9,137542,95.5,,,Census
Varicella,2 Doses (unknown disease history),States,Ohio,2020-21,88.7,128535,91.1,,,Census (public). voluntary response (private)
Varicella,2 Doses (unknown disease history),States,Ohio,2019-20,91.9,139103,98.8,,,Census
Varicella,2 Doses (unknown disease history),States,Ohio,2017-18,91.5,138753,94.9,,,Census
Varicella,2 Doses (unknown disease history),States,Ohio,2018-19,91.2,139679,94.9,,,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Ohio,2020-21,0.2,128535,91.1,||,253,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Ohio,2018-19,0.2,139679,,||,334,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Ohio,2019-20,0.2,139103,,||,346,Census
Exemption,Medical Exemption,States,Ohio,2017-18,0.2,138753,,,336,Census
Exemption,Medical Exemption,States,Ohio,2016-17,0.3,137542,,,414,Census
Exemption,Medical Exemption,States,Ohio,2015-16,0.2,144604,,,358,Census (public); Voluntary response (private)
Exemption,Medical Exemption,States,Ohio,2014-15,0.3,149080,,,384,Census (public); Voluntary response (private)
Varicella,2 Doses (unknown disease history),States,Ohio,2021-22,87.9,139077,91.9,,,"Census (pub.), vol. response (pvt.)"
Hepatitis B,,States,Ohio,2009-10,90.5,131137,100,*,,Census
Hepatitis B,,States,Ohio,2011-12,99,146144,94.5,,,Convenient 
Hepatitis B,,States,Ohio,2010-11,NA,,,,,NA
Hepatitis B,,States,Ohio,2012-13,99,163687,86.9,,,Census
Hepatitis B,,States,Ohio,2013-14,99,150000,92.5,,,Census
Hepatitis B,,States,Ohio,2016-17,95.2,137542,95.5,,,Census
Hepatitis B,,States,Ohio,2014-15,95.2,149080,91,,,Census (public); Voluntary response (private)
Hepatitis B,,States,Ohio,2015-16,95.1,144604,93.7,,,Census (public); Voluntary response (private)
Polio,,States,Ohio,2011-12,96.2,146144,94.5,,,Convenient 
Polio,,States,Ohio,2009-10,88.3,131137,100,*,,Census
Polio,,States,Ohio,2010-11,NA,,,,,NA
Hepatitis B,,States,Ohio,2021-22,92.7,139077,91.9,,,"Census (pub.), vol. response (pvt.)"
Hepatitis B,,States,Ohio,2020-21,94.1,128535,91.1,,,Census (public). voluntary response (private)
Hepatitis B,,States,Ohio,2019-20,94.9,139103,98.8,,,Census
Hepatitis B,,States,Ohio,2018-19,94.6,139679,94.9,,,Census (public). voluntary response (private)
Polio,,States,Ohio,2019-20,92.7,139103,98.8,,,Census
Exemption,Non-Medical Exemption,States,Ohio,2014-15,1.8,149080,,||,2707,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Ohio,2013-14,1.8,150000,,|| ,2681,Census
Exemption,Non-Medical Exemption,States,Ohio,2015-16,2,144604,,||,2896,Census (public); Voluntary response (private)
Exemption,Medical Exemption,States,Ohio,2021-22,0.2,139077,91.9,||,279,"Census (pub.), vol. response (pvt.)"
Exemption,Non-Medical Exemption,States,Ohio,2012-13,1.6,163687,,||,2665,Census
Exemption,Non-Medical Exemption,States,Ohio,2011-12,1.3,146144,,||,1582,Convenient 
Exemption,Non-Medical Exemption,States,Ohio,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Ohio,2009-10,1.2,131137,,||,1515,Census
Polio,,States,Ohio,2020-21,89.4,128535,91.1,,,Census (public). voluntary response (private)
Polio,,States,Ohio,2021-22,88.9,139077,91.9,,,"Census (pub.), vol. response (pvt.)"
Exemption,Medical Exemption,States,Ohio,2009-10,0.2,131137,,,284,Census
Exemption,Medical Exemption,States,Ohio,2013-14,0.2,150000,,,369,Census
Exemption,Medical Exemption,States,Ohio,2012-13,0.4,163687,,,650,Census
Exemption,Medical Exemption,States,Ohio,2011-12,0.2,146144,,,275,Convenient 
Exemption,Medical Exemption,States,Ohio,2010-11,NA,,,,,NA
Polio,,States,Ohio,2018-19,92,139679,94.9,,,Census (public). voluntary response (private)
Polio,,States,Ohio,2017-18,92.3,138753,94.9,,,Census
Polio,,States,Ohio,2016-17,92.7,137542,95.5,,,Census
Polio,,States,Ohio,2012-13,96.5,163687,86.9,,,Census
Polio,,States,Ohio,2013-14,96.4,150000,92.5,,,Census
Polio,,States,Ohio,2014-15,92.5,149080,91,,,Census (public); Voluntary response (private)
Polio,,States,Ohio,2015-16,92.4,144604,93.7,,,Census (public); Voluntary response (private)
Exemption,Any Exemption,States,Ohio,2018-19,2.9,139679,,||,4007,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Ohio,2020-21,2.5,128535,91.1,||,3275,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Ohio,2019-20,2.8,139103,,||,3921,Census
Exemption,Any Exemption,States,Ohio,2017-18,2.6,138753,,||,3543,Census
Exemption,Any Exemption,States,Ohio,2016-17,2.4,137542,,||,3251,Census
Exemption,Any Exemption,States,Ohio,2021-22,3,139077,91.9,||,4212,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Ohio,2010-11,NA,,,,,NA
Exemption,Any Exemption,States,Ohio,2011-12,1.5,146144,,||,1857,Convenient 
Exemption,Any Exemption,States,Ohio,2015-16,2.3,144604,,||,3255,Census (public); Voluntary response (private)
Exemption,Any Exemption,States,Ohio,2014-15,2.1,149080,,||,3091,Census (public); Voluntary response (private)
Exemption,Any Exemption,States,Ohio,2013-14,2,150000,,||,3050,Census
Exemption,Any Exemption,States,Ohio,2012-13,2,163687,,||,3315,Census
MMR (PAC),MMR (PAC),States,Ohio,2023-24,96.2,,,,,
Exemption,Non-Medical Exemption,States,Ohio,2016-17,2.1,137542,,||,2836,Census
Varicella,UTD (unknown disease history),States,North Carolina,2021-22,95.9,118191,78.5,§. ‡,,Vol. response
"DTP, DTaP, or DT",,States,North Carolina,2016-17,96.1,126454,88.2,‡.§,,Voluntary response
"DTP, DTaP, or DT",,States,North Carolina,2014-15,96.5,129792,95,,,Census (public). Voluntary response (private)
"DTP, DTaP, or DT",,States,North Carolina,2015-16,97.1,128290,92,‡.§,,Census (public). Voluntary response (private)
MMR,,States,North Carolina,2021-22,96.1,118191,78.5,§. ‡,,Vol. response
"DTP, DTaP, or DT",,States,North Carolina,2009-10,NA,116087,96,,,Census
MMR,,States,North Carolina,2015-16,97.3,128290,92,‡.§,,Census (public). Voluntary response (private)
MMR,,States,North Carolina,2016-17,96.2,126454,88.2,‡.§,,Voluntary response
MMR,,States,North Carolina,2020-21,95.2,120995,89,‡.§,,Census (public). voluntary response (private)
MMR,,States,North Carolina,2019-20,95.5,124548,97.8,‡.§,,Census
MMR,,States,North Carolina,2018-19,93.2,124343,90.9,‡.§,,Census (public). voluntary response (private)
MMR,,States,North Carolina,2017-18,97,127197,90.9,‡.§,,Census
Hepatitis B,,States,North Carolina,2011-12,NA,128854,95.4,,,Census
Hepatitis B,,States,North Carolina,2010-11,NA,,,,,NA
Hepatitis B,,States,North Carolina,2012-13,NA,130612,97.3,,,Census
Hepatitis B,,States,North Carolina,2013-14,NA,126084,97.7,,,Census
Hepatitis B,,States,North Carolina,2016-17,96.6,126454,88.2,‡.§,,Voluntary response
Hepatitis B,,States,North Carolina,2017-18,98.2,127197,90.9,‡.§,,Census
Hepatitis B,,States,North Carolina,2014-15,97.5,129792,95,,,Census (public). Voluntary response (private)
Hepatitis B,,States,North Carolina,2015-16,97.8,128290,92,‡.§,,Census (public). Voluntary response (private)
Polio,,States,North Carolina,2011-12,NA,128854,95.4,,,Census
Polio,,States,North Carolina,2009-10,NA,116087,96,,,Census
Polio,,States,North Carolina,2010-11,NA,,,,,NA
Hepatitis B,,States,North Carolina,2021-22,96.8,118191,78.5,§. ‡,,Vol. response
Hepatitis B,,States,North Carolina,2020-21,96.2,120995,89,‡.§,,Census (public). voluntary response (private)
Hepatitis B,,States,North Carolina,2019-20,96.5,124548,97.8,‡.§,,Census
Hepatitis B,,States,North Carolina,2018-19,94.6,124343,90.9,‡.§,,Census (public). voluntary response (private)
MMR,,States,North Carolina,2013-14,NA,126084,97.7,,,Census
MMR,,States,North Carolina,2014-15,96.5,129792,95,,,Census (public). Voluntary response (private)
MMR,,States,North Carolina,2009-10,NA,116087,96,,,Census
MMR,,States,North Carolina,2010-11,NA,,,,,NA
MMR,,States,North Carolina,2011-12,NA,128854,95.4,,,Census
MMR,,States,North Carolina,2012-13,NA,130612,97.3,,,Census
"DTP, DTaP, or DT",,States,North Carolina,2010-11,NA,,,,,NA
"DTP, DTaP, or DT",,States,North Carolina,2011-12,NA,128854,95.4,,,Census
"DTP, DTaP, or DT",,States,North Carolina,2012-13,NA,130612,97.3,,,Census
"DTP, DTaP, or DT",,States,North Carolina,2013-14,NA,126084,97.7,,,Census
"DTP, DTaP, or DT",,States,North Carolina,2017-18,96.8,127197,90.9,‡.§,,Census
"DTP, DTaP, or DT",,States,North Carolina,2021-22,96,118191,78.5,§. ‡,,Vol. response
"DTP, DTaP, or DT",,States,North Carolina,2020-21,95.2,120995,89,‡.§,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,North Carolina,2018-19,93.2,124343,90.9,‡.§,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,North Carolina,2019-20,95.5,124548,97.8,‡.§,,Census
Varicella,1 Dose (unknown disease history),States,North Carolina,2021-22,NReq,118191,78.5,§. ‡,,Vol. response
Varicella,2 Doses (unknown disease history),States,North Carolina,2009-10,NReq,116087,96,,,Census
Varicella,1 Dose (unknown disease history),States,North Carolina,2012-13,NA,130612,97.3,,,Census
Varicella,1 Dose (unknown disease history),States,North Carolina,2013-14,NA,126084,97.7,,,Census
Varicella,1 Dose (unknown disease history),States,North Carolina,2014-15,97.5,129792,95,,,Census (public). Voluntary response (private)
Varicella,1 Dose (unknown disease history),States,North Carolina,2020-21,NReq,120995,89,‡.§,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,North Carolina,2019-20,NReq,124548,97.8,‡.§,,Census
Varicella,1 Dose (unknown disease history),States,North Carolina,2015-16,NA,128290,92,‡.§,,Census (public). Voluntary response (private)
Varicella,1 Dose (unknown disease history),States,North Carolina,2011-12,NA,128854,95.4,,,Census
Varicella,2 Doses (unknown disease history),States,North Carolina,2015-16,97,128290,92,‡.§,,Census (public). Voluntary response (private)
Varicella,2 Doses (unknown disease history),States,North Carolina,2016-17,95.9,126454,88.2,‡.§,,Voluntary response
Varicella,2 Doses (unknown disease history),States,North Carolina,2020-21,95.1,120995,89,‡.§,,Census (public). voluntary response (private)
Varicella,2 Doses (unknown disease history),States,North Carolina,2019-20,95.3,124548,97.8,‡.§,,Census
Varicella,2 Doses (unknown disease history),States,North Carolina,2017-18,96.8,127197,90.9,‡.§,,Census
Varicella,2 Doses (unknown disease history),States,North Carolina,2018-19,93.1,124343,90.9,‡.§,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,North Carolina,2009-10,NA,116087,96,,,Census
Varicella,1 Dose (unknown disease history),States,North Carolina,2010-11,NA,,,,,NA
Varicella,2 Doses (unknown disease history),States,North Carolina,2021-22,95.9,118191,78.5,§. ‡,,Vol. response
Hepatitis B,,States,North Carolina,2009-10,NA,116087,96,,,Census
Exemption,Medical Exemption,States,North Carolina,2018-19,0.1,124343,,†,167,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,North Carolina,2019-20,0.1,124548,,†,158,Census
Exemption,Medical Exemption,States,North Carolina,2017-18,0.2,127197,,,284,Census
Exemption,Medical Exemption,States,North Carolina,2016-17,0.1,126454,,,174,Voluntary response
Exemption,Medical Exemption,States,North Carolina,2015-16,0.1,128290,,,141,Census (public); Voluntary response (private)
Exemption,Medical Exemption,States,North Carolina,2014-15,0.1,129792,,*,178,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,North Carolina,2012-13,0.7,130612,,†. *,871,Census
Exemption,Non-Medical Exemption,States,North Carolina,2011-12,0.7,128854,,†,817,Census
Exemption,Non-Medical Exemption,States,North Carolina,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,North Carolina,2009-10,0.7,116087,,†,756,Census
Exemption,Non-Medical Exemption,States,North Carolina,2014-15,0.9,129792,,†. *,1127,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,North Carolina,2013-14,0.9,126084,,†,1105,Census
Exemption,Non-Medical Exemption,States,North Carolina,2015-16,1,128290,,†,1240,Census (public); Voluntary response (private)
Exemption,Medical Exemption,States,North Carolina,2021-22,0.1,118191,78.5,†,99,Vol. response
Exemption,Any Exemption,States,North Carolina,2018-19,1.6,124343,,†,2038,Census (public). voluntary response (private)
Polio,,States,North Carolina,2019-20,95.5,124548,97.8,‡.§,,Census
Exemption,Medical Exemption,States,North Carolina,2020-21,0.1,120995,89,†,127,Census (public). voluntary response (private)
Varicella,2 Doses (unknown disease history),States,North Carolina,2014-15,NReq,129792,95,,,Census (public). Voluntary response (private)
Varicella,2 Doses (unknown disease history),States,North Carolina,2010-11,NA,,,,,NA
Varicella,2 Doses (unknown disease history),States,North Carolina,2011-12,NReq,128854,95.4,,,Census
Varicella,2 Doses (unknown disease history),States,North Carolina,2012-13,NReq,130612,97.3,,,Census
Varicella,2 Doses (unknown disease history),States,North Carolina,2013-14,NReq,126084,97.7,,,Census
Polio,,States,North Carolina,2020-21,95.2,120995,89,‡.§,,Census (public). voluntary response (private)
Polio,,States,North Carolina,2021-22,96.1,118191,78.5,§. ‡,,Vol. response
Exemption,Medical Exemption,States,North Carolina,2009-10,0.1,116087,,,158,Census
Exemption,Medical Exemption,States,North Carolina,2013-14,0.1,126084,,,161,Census
Exemption,Medical Exemption,States,North Carolina,2012-13,0.1,130612,,*,162,Census
Exemption,Medical Exemption,States,North Carolina,2011-12,0.2,128854,,,186,Census
Exemption,Medical Exemption,States,North Carolina,2010-11,NA,,,,,NA
Polio,,States,North Carolina,2018-19,93.3,124343,90.9,‡.§,,Census (public). voluntary response (private)
Polio,,States,North Carolina,2017-18,97,127197,90.9,‡.§,,Census
Polio,,States,North Carolina,2016-17,96.2,126454,88.2,‡.§,,Voluntary response
Polio,,States,North Carolina,2012-13,NA,130612,97.3,,,Census
Polio,,States,North Carolina,2013-14,NA,126084,97.7,,,Census
Polio,,States,North Carolina,2014-15,96.7,129792,95,,,Census (public). Voluntary response (private)
Polio,,States,North Carolina,2015-16,97.1,128290,92,‡.§,,Census (public). Voluntary response (private)
Exemption,Any Exemption,States,North Carolina,2020-21,1.5,120995,89,†,1826,Census (public). voluntary response (private)
Exemption,Any Exemption,States,North Carolina,2019-20,1.7,124548,,†,2161,Census
Exemption,Any Exemption,States,North Carolina,2017-18,2,127197,,†,2607,Census
Exemption,Any Exemption,States,North Carolina,2016-17,1.8,126454,,†,2247,Voluntary response
Exemption,Any Exemption,States,North Carolina,2021-22,1.9,118191,78.5,†,2210,Vol. response
Exemption,Any Exemption,States,North Carolina,2010-11,NA,,,,,NA
Exemption,Any Exemption,States,North Carolina,2011-12,0.8,128854,,†,1003,Census
Exemption,Any Exemption,States,North Carolina,2015-16,1.1,128290,,†,1382,Census (public); Voluntary response (private)
Exemption,Any Exemption,States,North Carolina,2014-15,1,129792,,†. *,1306,Census (public); Voluntary response (private)
Exemption,Any Exemption,States,North Carolina,2013-14,1,126084,,†,1266,Census
Exemption,Any Exemption,States,North Carolina,2012-13,0.8,130612,,†. *,1032,Census
Varicella,UTD (unknown disease history),States,North Carolina,2020-21,95.1,120995,89,‡.§,,Census (public). voluntary response (private)
Varicella,UTD (unknown disease history),States,North Carolina,2022-23,93.6,125679,83.1,§. ‡,,Vol. response
Polio,,States,North Carolina,2022-23,93.9,125679,83.1,§. ‡,,Vol. response
Exemption,Any Exemption,States,North Carolina,2022-23,2.4,125679,83.1,†,3011,Vol. response
Exemption,Medical Exemption,States,North Carolina,2022-23,0.1,125679,83.1,†,153,Vol. response
Exemption,Non-Medical Exemption,States,North Carolina,2022-23,2.3,125679,83.1,†,2859,Vol. response
Varicella,2 Doses (unknown disease history),States,North Carolina,2022-23,93.6,125679,83.1,§. ‡,,Vol. response
Hepatitis B,,States,North Carolina,2022-23,95.3,125679,83.1,§. ‡,,Vol. response
"DTP, DTaP, or DT",,States,North Carolina,2022-23,93.7,125679,83.1,§. ‡,,Vol. response
Varicella,1 Dose (unknown disease history),States,North Carolina,2022-23,NReq,125679,83.1,§. ‡,,Vol. response
MMR,,States,North Carolina,2022-23,94,125679,83.1,§. ‡,,Vol. response
Varicella,2 Doses (unknown disease history),States,South Carolina,2022-23,92.8,58878,28.1,†,,Stratified 1-stage cluster sample
Exemption,Non-Medical Exemption,States,South Carolina,2022-23,3.9,58878,100,†,2281,Census
Exemption,Medical Exemption,States,South Carolina,2022-23,0.2,58878,100,†,138,Census
Hepatitis B,,States,South Carolina,2022-23,93.8,58878,28.1,†,,Stratified 1-stage cluster sample
Exemption,Any Exemption,States,South Carolina,2022-23,4.1,58878,100,†,2419,Census
Varicella,UTD (unknown disease history),States,South Carolina,2022-23,92.8,58878,28.1,†,,Stratified 1-stage cluster sample
Polio,,States,South Carolina,2022-23,92.4,58878,28.1,†,,Stratified 1-stage cluster sample
MMR,,States,South Carolina,2022-23,93.2,58878,28.1,†,,Stratified 1-stage cluster sample
Varicella,1 Dose (unknown disease history),States,South Carolina,2022-23,NReq,58878,28.1,†,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,South Carolina,2022-23,92.1,58878,28.1,†,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,District of Columbia,2023-24,92,7874,100,*,,Census
Varicella,1 Dose (unknown disease history),States,District of Columbia,2023-24,NReq,7874,100,*,,Census
Varicella,2 Doses (unknown disease history),States,District of Columbia,2023-24,91.3,7874,100,*,,Census
Hepatitis B,,States,District of Columbia,2023-24,93.9,7874,100,*,,Census
Polio,,States,District of Columbia,2023-24,89.4,7874,100,*,,Census
MMR (PAC),MMR (PAC),States,District of Columbia,2020-21,99.7,,,,,
MMR (PAC),MMR (PAC),States,District of Columbia,2021-22,99.5,,,,,
MMR (PAC),MMR (PAC),States,District of Columbia,2022-23,99.2,,,,,
Exemption,Non-Medical Exemption,States,District of Columbia,2023-24,2.1,7874,100,†,166,Census
Exemption,Medical Exemption,States,District of Columbia,2023-24,0.2,7874,100,†,15,Census
Exemption,Any Exemption,States,District of Columbia,2023-24,2.3,7874,100,†,181,Census
Varicella,UTD (unknown disease history),States,District of Columbia,2023-24,91.3,7874,100,*,,Census
MMR (PAC),MMR (PAC),States,District of Columbia,2023-24,97.9,,,,,
Polio,,States,District of Columbia,2012-13,NA,7842,100,*,,Census
Polio,,States,District of Columbia,2013-14,NA,7856,100,*,,Census
Polio,,States,District of Columbia,2014-15,92.2,7840,100,*,,Census
Polio,,States,District of Columbia,2015-16,90.7,8080,100,*,,Census
Polio,,States,District of Columbia,2019-20,NA,,,,,Not Conducted
Polio,,States,District of Columbia,2020-21,80.4,8262,100,*,,Census
Polio,,States,District of Columbia,2021-22,84.7,8959,100,*,,Census
Exemption,Medical Exemption,States,District of Columbia,2009-10,0.8,6092,,,46,Census
Exemption,Medical Exemption,States,District of Columbia,2010-11,NA,,,,,NA
Exemption,Medical Exemption,States,District of Columbia,2011-12,1.3,6854,,,91,Census
Exemption,Medical Exemption,States,District of Columbia,2012-13,1.3,7842,,,101,Census
Exemption,Medical Exemption,States,District of Columbia,2013-14,1.1,7856,,,85,Census
Exemption,Any Exemption,States,District of Columbia,2021-22,0.5,8959,100,†,46,Census
Exemption,Any Exemption,States,District of Columbia,2016-17,1.1,8522,,,89,Census
Exemption,Any Exemption,States,District of Columbia,2017-18,NA,,,,,Census
Exemption,Any Exemption,States,District of Columbia,2019-20,NA,,,†,,Not Conducted
Exemption,Any Exemption,States,District of Columbia,2020-21,0.3,8262,100,†,25,Census
Exemption,Any Exemption,States,District of Columbia,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,District of Columbia,2016-17,0.5,8522,,,42,Census
Exemption,Any Exemption,States,District of Columbia,2012-13,1.6,7842,,,128,Census
Exemption,Any Exemption,States,District of Columbia,2013-14,1.5,7856,,,118,Census
Exemption,Any Exemption,States,District of Columbia,2014-15,1.1,7840,,,89,Census
Exemption,Any Exemption,States,District of Columbia,2015-16,1,8080,,,77,Census
Exemption,Any Exemption,States,District of Columbia,2011-12,2.1,6854,,,144,Census
Exemption,Non-Medical Exemption,States,District of Columbia,2017-18,NA,,,,,Census
Exemption,Non-Medical Exemption,States,District of Columbia,2018-19,NA,,,,,Census
Exemption,Non-Medical Exemption,States,District of Columbia,2020-21,0.3,8262,100,†,25,Census
Exemption,Non-Medical Exemption,States,District of Columbia,2019-20,NA,,,†,,Not Conducted
Exemption,Non-Medical Exemption,States,District of Columbia,2021-22,0.5,8959,100,†,42,Census
Exemption,Any Exemption,States,District of Columbia,2009-10,1.1,6092,,,66,Census
