Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
Exemption,Non-Medical Exemption,States,Oklahoma,2009-10,0.9,51128,NULL,NULL,456,Voluntary response
Exemption,Non-Medical Exemption,States,New Jersey,2009-10,0.8,118347,NULL,†,905,Census
Exemption,Non-Medical Exemption,States,Connecticut,2009-10,0.8,46158,NULL,†,387,Census
Exemption,Non-Medical Exemption,States,North Dakota,2009-10,0.8,8323,NULL,NULL,67,Random sample
Exemption,Non-Medical Exemption,States,Indiana,2009-10,0.8,84390,NULL,†,674,Census
Exemption,Non-Medical Exemption,States,Iowa,2009-10,0.8,42698,NULL,†,359,Census
Exemption,Non-Medical Exemption,States,Vermont,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Virginia,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Washington,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Delaware,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Connecticut,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,New Hampshire,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Nevada,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Nebraska,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Montana,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Missouri,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Mississippi,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Minnesota,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Michigan,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Massachusetts,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Maryland,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Maine,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Louisiana,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Pennsylvania,2013-14,1.7,151253,NULL,NULL,2552,Census
Exemption,Non-Medical Exemption,States,Minnesota,2013-14,1.7,72087,NULL,§,1225,Census
Exemption,Non-Medical Exemption,States,Texas,2011-12,1,388178,NULL,||. §,3889,Census
Exemption,Non-Medical Exemption,States,New Jersey,2011-12,1.1,118669,NULL,†,1278,Census
Exemption,Non-Medical Exemption,States,Florida,2011-12,1.2,225532,NULL,†,2771,Census
Exemption,Non-Medical Exemption,States,Georgia,2011-12,1.2,143065,NULL,†,57,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Ohio,2011-12,1.3,146144,NULL,||,1582,Convenient
Exemption,Non-Medical Exemption,States,Pennsylvania,2011-12,1.4,148042,NULL,||,2083,Census
Exemption,Non-Medical Exemption,States,Minnesota,2011-12,1.5,71213,NULL,§,1086,Census
Exemption,Non-Medical Exemption,States,Nevada,2011-12,1.5,36557,NULL,†,38,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Missouri,2011-12,1.8,75240,NULL,§,71,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New Hampshire,2011-12,1.9,13022,NULL,†,251,Census
Exemption,Non-Medical Exemption,States,New Mexico,2011-12,2,29159,NULL,†,12,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,California,2011-12,2.4,542544,NULL,‡,12665,Census
Exemption,Non-Medical Exemption,States,Montana,2011-12,2.6,12128,NULL,†,312,Census
Exemption,Non-Medical Exemption,States,Maine,2011-12,3.5,13829,NULL,NULL,470,Census
Exemption,Non-Medical Exemption,States,Arizona,2011-12,3.5,88293,NULL,‡,2948,Census
Exemption,Non-Medical Exemption,States,Utah,2011-12,3.6,53800,NULL,NULL,1953,Census
Exemption,Non-Medical Exemption,States,Hawaii,2011-12,3.8,19443,NULL,†,58,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Wisconsin,2011-12,4.1,70672,NULL,NULL,69,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Washington,2011-12,4.2,85134,NULL,NULL,3096,Voluntary Response
Exemption,Non-Medical Exemption,States,Illinois,2011-12,4.5,163311,NULL,§,7270,Census
Exemption,Non-Medical Exemption,States,Michigan,2011-12,4.9,124962,NULL,NULL,6165,Census
Exemption,Non-Medical Exemption,States,Idaho,2011-12,5.1,22762,NULL,NULL,1165,Census
Exemption,Non-Medical Exemption,States,Vermont,2011-12,5.4,6548,NULL,NULL,351,Census
Exemption,Non-Medical Exemption,States,Alaska,2011-12,5.7,10286,NULL,†,43,Non-random Cluster Sample
Exemption,Non-Medical Exemption,States,Oregon,2011-12,5.8,45855,NULL,†,2648,Census
Exemption,Non-Medical Exemption,States,Nebraska,2011-12,1,26715,NULL,†,251,Census
Exemption,Non-Medical Exemption,States,Nebraska,2012-13,1.1,24999,NULL,†,269,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2012-13,1.1,79661,NULL,†,843,Census
Exemption,Non-Medical Exemption,States,Iowa,2012-13,1.2,41701,NULL,†,500,Census
Exemption,Non-Medical Exemption,States,New Jersey,2012-13,1.2,122516,NULL,†,1458,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2012-13,1.2,56943,NULL,NULL,672,Census
Exemption,Non-Medical Exemption,States,Texas,2012-13,1.2,414688,NULL,||. §,4936,Census
Exemption,Non-Medical Exemption,States,Florida,2012-13,1.4,234628,NULL,†,3281,Census
Exemption,Non-Medical Exemption,States,Connecticut,2012-13,1.4,41604,NULL,†,601,Census
Exemption,Non-Medical Exemption,States,Utah,2012-13,3.7,54605,NULL,NULL,2016,Census
Exemption,Non-Medical Exemption,States,Washington,2012-13,3.5,87773,NULL,*,3048,Census
Exemption,Non-Medical Exemption,States,Montana,2012-13,3,12516,NULL,†,380,Census
Exemption,Non-Medical Exemption,States,Texas,2014-15,1.3,406099,NULL,||. §,5273,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,New Mexico,2014-15,1.2,29918,NULL,†,347,Census
Exemption,Non-Medical Exemption,States,Arkansas,2014-15,1.2,41252,NULL,NULL,512,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Idaho,2012-13,5.5,23888,NULL,NULL,1309,Census
Exemption,Non-Medical Exemption,States,Vermont,2012-13,5.7,6792,NULL,NULL,385,Census
Exemption,Non-Medical Exemption,States,Hawaii,2012-13,2.2,20104,NULL,†. *,138,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Wyoming,2012-13,1.9,8133,NULL,†.‡‡,155,Census
Exemption,Non-Medical Exemption,States,Nevada,2012-13,1.8,36070,NULL,†,224,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,North Dakota,2012-13,1.8,9503,NULL,NULL,130,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Minnesota,2012-13,1.6,73310,NULL,§,1149,Census
Exemption,Non-Medical Exemption,States,Ohio,2012-13,1.6,163687,NULL,||,2665,Census
Exemption,Non-Medical Exemption,States,Missouri,2012-13,1.5,78416,NULL,§,1665,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Pennsylvania,2012-13,1.5,151364,NULL,||,2339,Census
Exemption,Non-Medical Exemption,States,South Dakota,2012-13,1.5,12468,NULL,†,182,Census
Exemption,Non-Medical Exemption,States,Michigan,2012-13,5.3,124662,NULL,NULL,6626,Census
Exemption,Non-Medical Exemption,States,Illinois,2012-13,4.8,166884,NULL,§,8082,Census
Exemption,Non-Medical Exemption,States,Colorado,2012-13,4,70657,NULL,NULL,2678,Simple Random Sample
Exemption,Non-Medical Exemption,States,Alaska,2012-13,4,10319,NULL,†,415,Census
Exemption,Non-Medical Exemption,States,Wisconsin,2012-13,4,72416,NULL,NULL,3907,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Maine,2012-13,3.9,14313,NULL,NULL,559,Census
Exemption,Non-Medical Exemption,States,Arizona,2012-13,3.9,90054,NULL,‡,3475,Census
Exemption,Non-Medical Exemption,States,Alaska,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Arizona,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Arkansas,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,California,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Colorado,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Alabama,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Idaho,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Hawaii,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Georgia,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Florida,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Wyoming,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Wisconsin,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,West Virginia,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Utah,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,District of Columbia,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Non-Medical Exemption,States,Hawaii,2013-14,3.2,20056,NULL,†,634,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,California,2013-14,3.1,548606,NULL,‡,17253,Census
Exemption,Non-Medical Exemption,States,New Hampshire,2013-14,2.5,13240,NULL,†,328,Census
Exemption,Non-Medical Exemption,States,North Dakota,2013-14,2.3,9780,NULL,NULL,230,Census (Public); Stratified  2-stage cluster sample(Private)
Exemption,Non-Medical Exemption,States,Nevada,2013-14,2,35782,NULL,†,724,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,Kansas,2013-14,1.9,41107,NULL,†,527,Census
Exemption,Non-Medical Exemption,States,Ohio,2013-14,1.8,150000,NULL,||,2681,Census
Exemption,Non-Medical Exemption,States,Florida,2013-14,1.7,233797,NULL,†,3991,Census
Exemption,Non-Medical Exemption,States,Georgia,2013-14,1.7,143988,NULL,†,2420,Census
Exemption,Non-Medical Exemption,States,Indiana,2013-14,0.8,87193,NULL,†,727,Voluntary response
Exemption,Non-Medical Exemption,States,Maryland,2013-14,0.7,75659,NULL,†,513,Census
Exemption,Non-Medical Exemption,States,Louisiana,2013-14,0.7,63976,NULL,NULL,422,Census
Exemption,Non-Medical Exemption,States,Rhode Island,2013-14,0.7,11521,NULL,†,81,Census
Exemption,Non-Medical Exemption,States,Delaware,2013-14,0.7,11997,NULL,†,83,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,Missouri,2013-14,1.6,78140,NULL,§,1250,Census
Exemption,Non-Medical Exemption,States,South Dakota,2013-14,1.6,12566,NULL,†. *,199,Census
Exemption,Non-Medical Exemption,States,Connecticut,2013-14,1.6,40978,NULL,†,670,Census
Exemption,Non-Medical Exemption,States,New Jersey,2013-14,1.4,123085,NULL,†,1741,Census
Exemption,Non-Medical Exemption,States,Texas,2013-14,1.4,409255,NULL,||. §,5536,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2013-14,1.4,57377,NULL,NULL,808,Voluntary response
Exemption,Non-Medical Exemption,States,South Carolina,2013-14,1.2,61661,NULL,†. *,772,1-stage stratified sample
Exemption,Non-Medical Exemption,States,Iowa,2013-14,1.2,43728,NULL,†,521,Census
Exemption,Non-Medical Exemption,States,South Dakota,2011-12,1,12127,NULL,†,120,Census
Exemption,Non-Medical Exemption,States,Connecticut,2011-12,1,45695,NULL,†,472,Census
Exemption,Non-Medical Exemption,States,Kansas,2011-12,0.9,38402,NULL,†,364,Census
Exemption,Non-Medical Exemption,States,Indiana,2011-12,0.9,83416,NULL,†,514,Voluntary Response
Exemption,Non-Medical Exemption,States,Virginia,2011-12,0.8,101121,NULL,†,61,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Arkansas,2011-12,0.8,38754,NULL,NULL,371,Census
Exemption,Non-Medical Exemption,States,District of Columbia,2011-12,0.8,6854,NULL,NULL,53,Census
Exemption,Non-Medical Exemption,States,Rhode Island,2011-12,0.7,12552,NULL,†,12,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,North Carolina,2011-12,0.7,128854,NULL,†,817,Census
Exemption,Non-Medical Exemption,States,Louisiana,2011-12,0.6,69013,NULL,NULL,384,Census
Exemption,Non-Medical Exemption,States,Maryland,2011-12,0.6,72957,NULL,†,293,Voluntary Response
Exemption,Non-Medical Exemption,States,Alabama,2011-12,0.5,73190,NULL,†. ¶,356,Census
Exemption,Non-Medical Exemption,States,New York,2011-12,0.5,236016,NULL,†,1283,Census
Exemption,Non-Medical Exemption,States,Tennessee,2011-12,0.5,83950,NULL,†,417,Census
Exemption,Non-Medical Exemption,States,Delaware,2011-12,0.4,11327,NULL,†,6,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Kentucky,2011-12,0.4,58185,NULL,†,214,Census
Exemption,Non-Medical Exemption,States,Wyoming,2011-12,NA,NULL,NULL,NULL,NULL,Not conducted
Exemption,Non-Medical Exemption,States,West Virginia,2011-12,NA,22449,NULL,‡. †,NULL,Convenient
Exemption,Non-Medical Exemption,States,Mississippi,2011-12,NA,44912,NULL,‡. †,NULL,Census
Exemption,Non-Medical Exemption,States,Colorado,2011-12,NA,70142,NULL,||,NULL,Simple Random Sample
Exemption,Non-Medical Exemption,States,Tennessee,2012-13,1.1,85801,NULL,†,905,Census
Exemption,Non-Medical Exemption,States,Missouri,2014-15,1.8,75900,NULL,§,1366,Census
Exemption,Non-Medical Exemption,States,New Jersey,2014-15,1.6,120471,NULL,†. *,1918,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Connecticut,2014-15,1.6,39948,NULL,†,628,Census
Exemption,Non-Medical Exemption,States,South Dakota,2014-15,1.5,12008,NULL,†. *,181,Census
Exemption,Non-Medical Exemption,States,Iowa,2014-15,1.4,43239,NULL,†,618,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2014-15,1.4,56967,NULL,NULL,800,Census
Exemption,Non-Medical Exemption,States,West Virginia,2014-15,NA,22016,NULL,‡.†,NULL,Voluntary response
Exemption,Non-Medical Exemption,States,Mississippi,2014-15,NA,44129,NULL,‡. †. *,NULL,Census
Exemption,Non-Medical Exemption,States,Connecticut,2015-16,1.7,39533,NULL,†,689,Census
Exemption,Non-Medical Exemption,States,Missouri,2015-16,1.7,74413,NULL,§,1265,Census
Exemption,Non-Medical Exemption,States,Oregon,2012-13,6.4,47102,NULL,†,3010,Census
Exemption,Non-Medical Exemption,States,Mississippi,2012-13,NA,46595,NULL,‡. †,NULL,Census
Exemption,Non-Medical Exemption,States,West Virginia,2012-13,NA,22588,NULL,‡. †,NULL,Voluntary Response
Exemption,Non-Medical Exemption,States,South Carolina,2012-13,NA,61799,NULL,NULL,NULL,Not conducted
Exemption,Non-Medical Exemption,States,New Mexico,2012-13,0.2,29279,NULL,†,27,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,District of Columbia,2012-13,0.3,7842,NULL,NULL,27,Census
Exemption,Non-Medical Exemption,States,Virginia,2012-13,0.4,104826,NULL,†,427,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Louisiana,2012-13,0.5,68874,NULL,NULL,349,Census
Exemption,Non-Medical Exemption,States,Kentucky,2012-13,0.5,58466,NULL,†,286,Census
Exemption,Non-Medical Exemption,States,Delaware,2012-13,0.5,11997,NULL,†,5,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New York,2012-13,0.6,239484,NULL,†. *,1335,Census
Exemption,Non-Medical Exemption,States,Alabama,2012-13,0.6,72929,NULL,†. ¶,414,Census
Exemption,Non-Medical Exemption,States,North Carolina,2012-13,0.7,130612,NULL,†. *,871,Census
Exemption,Non-Medical Exemption,States,Maryland,2012-13,0.7,75007,NULL,†,494,Voluntary Response
Exemption,Non-Medical Exemption,States,Rhode Island,2012-13,0.8,12552,NULL,†,94,Voluntary Response
Exemption,Non-Medical Exemption,States,Kansas,2012-13,0.9,40738,NULL,†,363,Census
Exemption,Non-Medical Exemption,States,Indiana,2012-13,0.9,86983,NULL,†,804,Voluntary Response
Exemption,Non-Medical Exemption,States,Arkansas,2012-13,1,43212,NULL,NULL,441,Census
Exemption,Non-Medical Exemption,States,Oregon,2013-14,7,47649,NULL,†,3331,Census
Exemption,Non-Medical Exemption,States,Idaho,2013-14,6.1,23934,NULL,NULL,1451,Census
Exemption,Non-Medical Exemption,States,Vermont,2013-14,6.1,6771,NULL,NULL,412,Census
Exemption,Non-Medical Exemption,States,Michigan,2013-14,5.4,120297,NULL,NULL,6476,Census
Exemption,Non-Medical Exemption,States,Maine,2013-14,5.2,15441,NULL,NULL,796,Voluntary response
Exemption,Non-Medical Exemption,States,Wisconsin,2013-14,4.8,71363,NULL,NULL,3415,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,Arizona,2013-14,4.7,89606,NULL,‡,4195,Census
Exemption,Non-Medical Exemption,States,Colorado,2013-14,4.6,69904,NULL,NULL,3292,Random Sample
Exemption,Non-Medical Exemption,States,Utah,2013-14,4.2,54779,NULL,NULL,2312,Census
Exemption,Non-Medical Exemption,States,Alaska,2013-14,4.1,10222,NULL,†,421,Census
Exemption,Non-Medical Exemption,States,Washington,2013-14,3.6,89165,NULL,*,3177,Voluntary response
Exemption,Non-Medical Exemption,States,Montana,2013-14,3.3,12855,NULL,†,426,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2013-14,1.1,79894,NULL,†,860,Census
Exemption,Non-Medical Exemption,States,Arkansas,2013-14,1.1,42649,NULL,NULL,468,Census
Exemption,Non-Medical Exemption,States,Tennessee,2013-14,1,80212,NULL,†,773,Census
Exemption,Non-Medical Exemption,States,Illinois,2013-14,1,163316,NULL,§,1633,Census
Exemption,Non-Medical Exemption,States,North Carolina,2013-14,0.9,126084,NULL,†,1105,Census
Exemption,Non-Medical Exemption,States,New Mexico,2013-14,0.9,30725,NULL,†,277,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,Alabama,2016-17,0.6,58394,NULL,†,367,Census
Exemption,Non-Medical Exemption,States,California,2016-17,0.6,575305,NULL,||,3217,Census
Exemption,Non-Medical Exemption,States,Louisiana,2016-17,0.7,55257,NULL,NULL,396,Census
Exemption,Non-Medical Exemption,States,Kentucky,2016-17,0.7,51487,NULL,†,366,Census
Exemption,Non-Medical Exemption,States,Alabama,2013-14,0.6,76927,NULL,†. ¶,447,Census
Exemption,Non-Medical Exemption,States,New York,2013-14,0.6,240318,NULL,†,1547,Census
Exemption,Non-Medical Exemption,States,Kentucky,2013-14,0.6,57857,NULL,†,357,Census
Exemption,Non-Medical Exemption,States,District of Columbia,2013-14,0.4,7856,NULL,NULL,33,Census
Exemption,Non-Medical Exemption,States,Virginia,2013-14,0.4,105692,NULL,†,446,2-stage cluster  sample
Exemption,Non-Medical Exemption,States,Mississippi,2013-14,NA,45719,NULL,‡. †,NULL,Census
Exemption,Non-Medical Exemption,States,West Virginia,2013-14,NA,22814,NULL,‡. †,NULL,Voluntary response
Exemption,Non-Medical Exemption,States,Wyoming,2013-14,NA,NULL,NULL,NULL,NULL,Not conducted
Exemption,Non-Medical Exemption,States,Idaho,2014-15,6.2,22968,NULL,NULL,1432,Census
Exemption,Non-Medical Exemption,States,Vermont,2014-15,5.9,6277,NULL,NULL,373,Census
Exemption,Non-Medical Exemption,States,Oregon,2014-15,5.8,46229,NULL,||,2693,Census
Exemption,Non-Medical Exemption,States,Colorado,2014-15,5.4,70597,NULL,NULL,3832,Simple random sample
Exemption,Non-Medical Exemption,States,Michigan,2014-15,5,117963,NULL,NULL,5885,Census
Exemption,Non-Medical Exemption,States,Wisconsin,2014-15,4.9,69335,NULL,NULL,3368,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Arizona,2014-15,4.6,86153,NULL,‡,3978,Census
Exemption,Non-Medical Exemption,States,Alaska,2014-15,4.5,10129,NULL,†,453,Census
Exemption,Non-Medical Exemption,States,Utah,2014-15,4.1,50916,NULL,*,2110,Census
Exemption,Non-Medical Exemption,States,Maine,2014-15,3.9,13704,NULL,NULL,536,Voluntary response (public); Census (private)
Exemption,Non-Medical Exemption,States,Montana,2014-15,3.6,12501,NULL,†,454,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Washington,2014-15,3.5,88809,NULL,*,3069,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Hawaii,2014-15,3.3,20085,NULL,†,754,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Minnesota,2014-15,2.8,70896,NULL,§,1985,Census
Exemption,Non-Medical Exemption,States,New Hampshire,2014-15,2.7,12422,NULL,†,331,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,California,2014-15,2.5,552583,NULL,NULL,13993,Census
Exemption,Non-Medical Exemption,States,North Dakota,2014-15,2.4,10017,NULL,*,241,Census
Exemption,Non-Medical Exemption,States,Wyoming,2014-15,2.2,7983,NULL,§.‡‡,176,Census
Exemption,Non-Medical Exemption,States,Georgia,2014-15,2,139471,NULL,†,2729,Census
Exemption,Non-Medical Exemption,States,Florida,2014-15,1.8,228982,NULL,†,4113,Census
Exemption,Non-Medical Exemption,States,Ohio,2014-15,1.8,149080,NULL,||,2707,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Pennsylvania,2014-15,1.8,146378,NULL,NULL,2593,Census
Exemption,Non-Medical Exemption,States,Indiana,2014-15,0.8,85477,NULL,†,651,Voluntary response
Exemption,Non-Medical Exemption,States,Alabama,2014-15,0.7,59660,NULL,†. *,396,Census
Exemption,Non-Medical Exemption,States,Kentucky,2014-15,0.7,57884,NULL,†,378,Census
Exemption,Non-Medical Exemption,States,New York,2014-15,0.7,237045,NULL,†,1640,Census
Exemption,Non-Medical Exemption,States,Louisiana,2014-15,0.6,60377,NULL,NULL,339,Census
Exemption,Non-Medical Exemption,States,District of Columbia,2014-15,0.5,7840,NULL,NULL,43,Census
Exemption,Non-Medical Exemption,States,New Hampshire,2017-18,2.7,12165,NULL,†,334,Census
Exemption,Non-Medical Exemption,States,Georgia,2017-18,2.6,131459,NULL,†,3480,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2017-18,2.4,141571,NULL,NULL,3379,Voluntary response
Exemption,Non-Medical Exemption,States,Florida,2017-18,2.4,222397,NULL,†,5394,Census
Exemption,Non-Medical Exemption,States,Ohio,2017-18,2.3,138753,NULL,||,3207,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2015-16,1.8,143298,NULL,NULL,2620,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Georgia,2015-16,1.8,131403,NULL,†,2315,Census
Exemption,Non-Medical Exemption,States,Florida,2015-16,1.9,224430,NULL,†,4226,Census
Exemption,Non-Medical Exemption,States,Nevada,2015-16,1.9,37118,NULL,†,695,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Ohio,2015-16,2,144604,NULL,||,2896,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Wyoming,2015-16,2.2,7825,NULL,§.‡‡,172,Voluntary response
Exemption,Non-Medical Exemption,States,California,2015-16,2.4,593788,NULL,NULL,14008,Census
Exemption,Non-Medical Exemption,States,New Hampshire,2015-16,2.4,11852,NULL,†,288,Census
Exemption,Non-Medical Exemption,States,Hawaii,2015-16,2.5,16325,NULL,†,426,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Wisconsin,2015-16,2.9,70220,NULL,NULL,2051,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,North Dakota,2015-16,3,9875,NULL,NULL,299,Census
Exemption,Non-Medical Exemption,States,Minnesota,2015-16,3.1,69710,NULL,§,2161,Census
Exemption,Non-Medical Exemption,States,Montana,2015-16,3.4,11484,NULL,†,390,Census
Exemption,Non-Medical Exemption,States,Michigan,2015-16,3.4,116299,NULL,NULL,3957,Census
Exemption,Non-Medical Exemption,States,Washington,2015-16,3.6,86492,NULL,NULL,3153,Census
Exemption,Non-Medical Exemption,States,Maine,2015-16,4,13526,NULL,NULL,542,Census
Exemption,Non-Medical Exemption,States,Colorado,2015-16,4.3,69137,NULL,NULL,2963,Simple random sample
Exemption,Non-Medical Exemption,States,Utah,2015-16,4.4,50114,NULL,NULL,2214,Census
Exemption,Non-Medical Exemption,States,Arizona,2015-16,4.5,83088,NULL,‡,3732,Census
Exemption,Non-Medical Exemption,States,Alaska,2015-16,4.7,9937,NULL,†,421,Census
Exemption,Non-Medical Exemption,States,Vermont,2015-16,5.5,6366,NULL,NULL,352,Census
Exemption,Non-Medical Exemption,States,Idaho,2015-16,5.8,22686,NULL,NULL,1320,Census
Exemption,Non-Medical Exemption,States,Oregon,2015-16,6.2,45531,NULL,||,2810,Census
Exemption,Non-Medical Exemption,States,Mississippi,2015-16,NA,41042,NULL,‡.†,NULL,Census
Exemption,Non-Medical Exemption,States,West Virginia,2015-16,NA,21333,NULL,‡.†,NULL,Voluntary response
Exemption,Non-Medical Exemption,States,District of Columbia,2015-16,0.4,8080,NULL,NULL,33,Census
Exemption,Non-Medical Exemption,States,Louisiana,2015-16,0.6,59159,NULL,NULL,370,Census
Exemption,Non-Medical Exemption,States,Kentucky,2015-16,0.7,54353,NULL,†,382,Census
Exemption,Non-Medical Exemption,States,New York,2015-16,0.7,232521,NULL,†,1729,Census
Exemption,Non-Medical Exemption,States,Nebraska,2013-14,1.1,27000,NULL,†,307,Census
Exemption,Non-Medical Exemption,States,Illinois,2016-17,NA,151309,NULL,§,1816,Census
Exemption,Non-Medical Exemption,States,West Virginia,2016-17,NA,28666,NULL,‡.†,NULL,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Wyoming,2016-17,NA,NULL,NULL,NULL,NULL,Not conducted
Exemption,Non-Medical Exemption,States,Colorado,2016-17,NA,64440,NULL,§,2191,Census
Exemption,Non-Medical Exemption,States,District of Columbia,2016-17,0.5,8522,NULL,NULL,42,Census
MMR,,States,North Carolina,2018-19,93.2,124343,90.9,‡.§,NULL,Census (public). voluntary response (private)
MMR,,States,New Jersey,2017-18,96.1,107630,100,≥.*,NULL,Census
MMR,,States,Louisiana,2017-18,96.1,58277,100,*,NULL,Census
Exemption,Non-Medical Exemption,States,Indiana,2016-17,0.8,83263,NULL,†,697,Voluntary response
Exemption,Non-Medical Exemption,States,New York,2016-17,0.9,227050,NULL,†,1975,Census
Exemption,Non-Medical Exemption,States,Maryland,2016-17,0.9,71467,NULL,†,628,Census
Exemption,Non-Medical Exemption,States,Oregon,2016-17,6.5,45705,NULL,||,2992,Census
Exemption,Non-Medical Exemption,States,Idaho,2016-17,6.2,22589,NULL,NULL,1392,Census
Exemption,Non-Medical Exemption,States,Alaska,2016-17,5.2,9815,NULL,†,514,Census
Exemption,Non-Medical Exemption,States,Wisconsin,2016-17,5.2,67607,NULL,NULL,3509,Census
Exemption,Non-Medical Exemption,States,Arizona,2016-17,4.9,83627,NULL,‡,4106,Census
